736,736-IRAN-Tepe_Sang_e_Chakhmaq_E-D
5MT501,5MT501-USA-Colorado-Yellow_Jacket_Pueblo-A
5MT520,5MT520-USA-Colorado-McPhee_Pueblo-A
770_MT,770_MT-ROMANIA-Harsova_tell-D
772a_MT,772a_MT-ROMANIA-Bordusani-D
772b_MT,772b_MT-ROMANIA-Bordusani-D
773_MT,773_MT-ROMANIA-Popina-Bordusani-D
775_MT,775_MT-ROMANIA-Popina-Bordusani-D
989_MT,989_MT-ROMANIA-Popina-Bordusani-D
990_MT,990_MT-ROMANIA-Popina-Bordusani-D
AL2022_Turkey_A_1510,AL2022-TURKEY-Marmara_region-A
AL2397_Italy_C_4450,AL2397-ITALY-Belverde_di_Cetona-C
AL2571_Iran_A_5820,AL2571-IRAN-Tepe_Ghela_Gap-A
AL2946_Plocnik_Serbia_D_6702,AL2946-SERBIA-PloÄnik-D
AL3194,AL3194-CANADA-Newfoundland-A
AL3223,AL3223-USA-Virginia-Weyanoke_Old_Town-A
ALPO01_Croatia_4500,ALPO01-CROATIA-Alymas-Podun_avlje-A
AM310A,AM310A-USA-Indiana-Angel_Mounds-A
AM310B,AM310B-USA-Indiana-Angel_Mounds-A
AM310C,AM310C-USA-Indiana-Angel_Mounds-A
AM474,AM474-USA-Indiana-Angel_Mounds-A
ASHQ01_Israel_2300,ASHQ01-ISRAEL-Ashkelon-A
ASHQ06_Israel_2300,ASHQ06-ISRAEL-Ashkelon-A
ASHQ08_Israel_2300,ASHQ08-ISRAEL-Ashkelon-A
BEL-1941_Bellevue,BEL-1941-FRANCE-Bellevue-C
BEL-2094_Bellevue,BEL-2094-FRANCE-Bellevue-C
BEL-2135_Bellevue,BEL-2135-FRANCE-Bellevue-C
BEL-2184_Bellevue,BEL-2184-FRANCE-Bellevue-C
C26_Russia_Baikal_7000,C26-RUSSIA-Kalashnikova-A
C27_Russia_Baikal_7400,C27-RUSSIA-Shamanka-C
C32_Russia_Yakutia_undated_100,C32-RUSSIA-Bulgunnyakhta-A
C5_Russia_Samara_3800,C5-RUSSIA-Krasnosamarsk-X
C62_Sweden_3250,C62-SWEDEN-Apalle-A
C88_Sweden_5000,C88-SWEDEN-GÃ¶khem-A
C89_Sweden_4800,C89-SWEDEN-Gotland-C
C90_Sweden_4800,C90-SWEDEN-Gotland-C
C94_Sweden_4000,C94-SWEDEN-Gotland-C
CanFam3_Boxer,CanFam3_Boxer
CAO1,CAO1-USA-California-Channel_Islands-A
CAW2,CAW2-USA-California-Channel_Islands-A
CH_1044_Twann,1044_MT-SWITZERLAND-Twann-C
CH_1051_Twann,1051_MT-SWITZERLAND-Twann-C
CH_1052_Twann,1052_MT-SWITZERLAND-Twann-C
CH_1657_Cheia,1657_MT-ROMANIA-Cheia-C
CH_1662_Harsova,1662_MT-ROMANIA-Harsova_tell-D
CH_1668_Bordusani,1668_MT-ROMANIA-Bordusani-D
CH_1669_Bordusani,1669_MT-ROMANIA-Bordusani-D
CH_1693_Cheia,1693_MT-ROMANIA-Cheia-D
CH_1696_Varasti,1696_MT-ROMANIA-Varasti-D
CH_1697_Varasti,1697_MT-ROMANIA-Varasti-D
CIAS,CIAS-USA-California-Syuxtun-A
CICVD,CICVD-USA-California-Santa_Rosa_Island-Canada_Verde_Site-A
Cox6,Cox6-USA-Alabama-Cox_Site-A
DQ480489_Sweden_Canis_lupus_familiaris_isolate_1_breed_German_Shepherd_from_Sweden_mitoc,DQ480489-MODERN-SWEDEN-C
DQ480492_Canis_lupus_familiaris_isolate_1_breed_Jamthund_from_Sweden_mitochondrio,DQ480492-MODERN-SWEDEN-D
DQ480493_Sweden_Canis_lupus_familiaris_isolate_1_breed_Black_Russian_Terrier_from_Sweden,DQ480493-MODERN-SWEDEN-C
DQ480502_Canis_lupus_familiaris_isolate_2_breed_Jamthund_from_Sweden_mitochondrio,DQ480502-MODERN-SWEDEN-D
ENA|LR742734|LR742734.1_Canis_lupus_familiaris_560028-21_Alaska,ENA|LR742734-ALASKA-Kodiak_Island-A
ENA|LR742736|LR742736.1_Canis_lupus_familiaris_560028-29,ENA|LR742736-ALASKA-Kodiak_Island-A
ENA|LR742737|LR742737.1_Canis_lupus_familiaris_BELA-37369,ENA|LR742737-ALASKA-Kotzebue_Sound-A
ENA|LR742738|LR742738.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_BELA-37371,ENA|LR742738-ALASKA-Kotzebue_Sound-Wolf
ENA|LR742739|LR742739.1_Alaska_Canis_lupus_familiaris_BELA-37374,ENA|LR742739-ALASKA-Kotzebue_Sound-A
ENA|LR742740|LR742740.1_Canis_lupus_BELA-37375_Alaska,ENA|LR742740-ALASKA-Kotzebue_Sound-A
ENA|LR742741|LR742741.1_Canis_lupus_familiaris_BELA-52965_Alaska,ENA|LR742741-ALASKA-Kotzebue_Sound-A
ENA|LR742744|LR742744.1_Canis_lupus_familiaris_CK-H8-M7,ENA|LR742744-ALASKA-Kotzebue_Sound-A
ENA|LR742745|LR742745.1_Canis_lupus_familiaris_DRG-99-0043,ENA|LR742745-ALASKA-Kotzebuz_Sound-A
ENA|LR742748|LR742748.1_Canis_lupus_familiaris_SEL-33-0057b,ENA|LR742748-ALASKA-Cook_Inlet-A
ENA|LR742752|LR742752.1_Alaska_Canis_lupus_familiaris__TRF.02.14_AD1926,ENA|LR742752-ALASKA-Point_Hope-A
ENA|LR742753|LR742753.1_Canis_lupus_familiaris_TRF.02.16_St.Lawrence_Alaska_AD1939,ENA|LR742753-ALASKA-St._Lawrence_Island-A
ENA|LR742754|LR742754.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_TRF.02.27_Alaska_AD1945,ENA|LR742754-NORTH_ALASKA-Wolf
ENA|LR742755|LR742755.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_TRF.02.28_Alaska_AD1945,ENA|LR742755-NORTH_ALASKA-Wolf
ENA|LR742756|LR742756.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.02.29_Alaska_AD1945,ENA|LR742756-NORTH_ALASKA-Wolf
ENA|LR742757|LR742757.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_U.Arizona-2,ENA|LR742757-ALASKA-Anaktuvuk_Pass-Wolf
ENA|LR742758|LR742758.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_U.Arizona-3,ENA|LR742758-ALASKA-Anaktuvuk_Pass-Wolf
ENA|LR742759|LR742759.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_U.Arizona-6,ENA|LR742759-ALASKA-Anaktuvuk_Pass-Wolf
ENA|LR742761|LR742761.1_Canis_lupus_familiaris_UA1-1941-1856,ENA|LR742761-ALASKA-Kobuk_River-A
ENA|LR742763|LR742763.1_Canis_lupus_familiaris_UA5072-7,ENA|LR742763-ALASKA-Point_Hope-A
ENA|LR742764|LR742764.1_Canis_lupus_familiaris_UA5231,ENA|LR742764-ALASKA-North_Slope-A
ENA|LR742765|LR742765.1_Canis_lupus_familiaris_WAL-B9-J19,ENA|LR742765-ALASKA-North_Slope-A
ENA|LR742766|LR742766.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_WAL-B9-J20,ENA|LR742766-ALASKA-North_Slope-A
ENA|LR742772|LR742772.1_Canis_lupus_familiaris_AL2994,ENA|LR742772-ALASKA-Silumiut-A
ENA|LR742777|LR742777.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_AL3007,ENA|LR742777-RUSSIA-Petropavlovsk-Kamchatsky-Wolf
ENA|LR742785|LR742785.1_Canis_lupus_familiaris_01.P09.B1.1077_Chukotka_Russia,ENA|LR742785-RUSSIA-Chukotka-A
ENA|LR742786|LR742786.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_03.P04.H1.1024,ENA|LR742786-RUSSIA-Chukotka-Wolf
ENA|LR742787|LR742787.1_Canis_lupus_familiaris_08.P05.H2.961_Russia,ENA|LR742787-RUSSIA-Chukotka-A
ENA|LR742788|LR742788.1_Canis_lupus_familiaris_09.P05.H2.894,ENA|LR742788-RUSSIA-Chukotka-A
ENA|LR742789|LR742789.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_30.KM90.2/2.626,ENA|LR742789-RUSSIA-Chukotka-A
ENA|LR742790|LR742790.1_Canis_lupus_familiaris_31.KM90.2/2.307,ENA|LR742790-RUSSIA-Chukotka-A
ENA|LR742793|LR742793.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KBP3316.216,ENA|LR742793-RUSSIA-Kurils-A
ENA|LR742795|LR742795.1_Canis_lupus_familiaris_TRF.02.25_Nenets_Rus_1927AD,ENA|LR742795-MODERN-RUSSIA-A
ENA|LR742796|LR742796.1_Canis_lupus_familiaris_TRF.02.01_Chukotka_Rus_1927AD,ENA|LR742796-MODERN-RUSSIA-A
ENA|LR742797|LR742797.1_Canis_lupus_familiaris_TRF.02.49_Chuchki_Rus_1927AD,ENA|LR742797-MODERN-RUSSIA-A
ENA|LR742798|LR742798.1_Canis_lupus_familiaris_TRF.02.53_Kamchatka_Rus_1961AD,ENA|LR742798-MODERN-RUSSIA-A
ENA|LR742800|LR742800.1_Iceland_Canis_lupus_familiaris_2009-32-3316,ENA|LR742800-ICELAND-Reykjavik-A
ENA|LR742801|LR742801.1_Canis_lupus_familiaris_E_Greenland_2587,ENA|LR742801-GREENLAND-Angmagsalik-A
ENA|LR742802|LR742802.1_Canis_lupus_familiaris_E_Greenland_3294,ENA|LR742802-GREENLAND-Scorebysund-A
ENA|LR742803|LR742803.1_Canis_lupus_familiaris_E_Greenland_32135,ENA|LR742803-GREENLAND-Tasiilak-A
ENA|LR742804|LR742804.1_Canis_lupus_familiaris_E_Greenland_32179,ENA|LR742804-GREENLAND-Tasiilak-A
ENA|LR742805|LR742805.1_Canis_lupus_familiaris_E_Greenland_35561,ENA|LR742805-GREENLAND-Tasiilak-A
ENA|LR742807|LR742807.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KNK492X33,ENA|LR742807-GREENLAND-Qaqaitsut_West-A
ENA|LR742809|LR742809.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KNK2643X1839,ENA|LR742809-GREENLAND-Inglefield_Land-A
ENA|LR742810|LR742810.1_Canis_lupus_familiaris_KNK2644X1119,ENA|LR742810-GREENLAND-_Inglefield_Land-A
ENA|LR742811|LR742811.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KNK2644X1120,ENA|LR742811-GREENLAND-_Inglefield_Land-A
ENA|LR742812|LR742812.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_N_Greenland_31867,ENA|LR742812-GREENLAND-North_Star_Bay-A
ENA|LR742813|LR742813.1_Canis_lupus_familiaris_P91/2013KMG-GeoSociety-M4a,ENA|LR742813-EAST_GREENLAND-Geographical_Society_Island-A
ENA|LR742816|LR742816.1_Canis_lupus_familiaris_TRF.01.04_HeklaHavn_GL_AD1895,ENA|LR742816-GREENLAND-Hekla_Havn-A
ENA|LR742817|LR742817.1_Canis_lupus_familiaris_TRF.01.05_HeklaHavn_GL_AD1895,ENA|LR742817-GREENLAND-Hekla_Havn-A
ENA|LR742818|LR742818.1_Canis_lupus_familiaris_TRF.01.06_HeklaHavn_GL_AD1895,ENA|LR742818-GREENLAND-Hekla_Havn-A
ENA|LR742819|LR742819.1_Canis_lupus_familiaris_TRF.01.07_Monumentet_GL_AD1985,ENA|LR742819-GREENLAND-Hall_Land-A
ENA|LR742823|LR742823.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.35_Siorapaluk_Qaanaaq_GL_AD1977,ENA|LR742823-GREENLAND-Siorapaluk-A
ENA|LR742824|LR742824.1_Canis_lupus_familiaris_TRF.01.42_Scorsbysund_Greenland_AD1927,ENA|LR742824-GREENLAND-Scorsbysund-A
ENA|LR742826|LR742826.1_Canis_lupus_familiaris_TRF.01.46_SaundersIsland_GL_AD1903,ENA|LR742826-GREENLAND-Saunders_Island-A
ENA|LR742827|LR742827.1_Canis_lupus_familiaris_TRF.01.49_East_GL_AD1885,ENA|LR742827-EAST_GREENLAND-A
ENA|LR742828|LR742828.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.54_Siorapaluk_Greenland_AD1977,ENA|LR742828-GREENLAND-Siorapaluk-A
ENA|LR742829|LR742829.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.55_Siorapaluk_Greenland_AD1977,ENA|LR742829-GREENLAND-Siorapaluk-A
ENA|LR742830|LR742830.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_TRF.01.56_Siorapaluk_Greenland_AD1977,ENA|LR742830-GREENLAND-Siorapaluk-A
ENA|LR742831|LR742831.1_Canis_lupus_familiaris_TRF.01.57_Siorapaluk_Greenland_AD1977,ENA|LR742831-GREENLAND-Siorapaluk-A
ENA|LR742832|LR742832.1_Canis_lupus_familiaris_TRF.01.58_Siorapaluk_Greenland_AD1977,ENA|LR742832-GREENLAND-Siorapaluk-A
ENA|LR742833|LR742833.1_Canis_lupus_familiaris_TRF.02.04_Nuuk_GL_1892AD,ENA|LR742833
ENA|LR742835|LR742835.1_Canis_lupus_familiaris_TRF.02.37_Tasiilaq_GL_AD1911,ENA|LR742835-GREENLAND-Tasiilak-A
ENA|LR742836|LR742836.1_Canis_lupus_familiaris_TRF.02.38_Tasiilaq_GL_AD1932,ENA|LR742836-GREENLAND-Tasiilak-A
ENA|LR742837|LR742837.1_Canis_lupus_familiaris_TRF.02.40_West_GL_AD1962,ENA|LR742837-WESTERN_GREENLAND-A
ENA|LR742838|LR742838.1_Canis_lupus_familiaris_TRF.02.41_West_GL_AD1980,ENA|LR742838-GREENLAND-A
ENA|LR742839|LR742839.1_Canis_lupus_familiaris_TRF.02.47_Uummannaq_GL_1926AD,ENA|LR742839-GREENLAND-Uummannaq-A
ENA|LR742840|LR742840.1_Canis_lupus_familiaris_W_Greenland_32987,ENA|LR742840-GREENLAND-Uummannaq-A
ENA|LR742841|LR742841.1_W_Greenland_67941_Canis_lupus_familiaris,ENA|LR742841-GREENLAND-Qeqertarssuats-A
ENA|LR742842|LR742842.1_Canis_lupus_familiaris_TRF.01.41_Hvidovre_AD1945,ENA|LR742842-Hvidovre-A
ENA|LR742846|LR742846.1_Canis_lupus_mitochondrial_partial_D-loop_isolate_HJCL-9.07,ENA|LR742846-CANADA-Okak_Bay-Wolf
ENA|LR742847|LR742847.1_Canis_lupus_familiaris_HJCL-9.14,ENA|LR742847-CANADA-Okak_Bay-A
ENA|LR742849|LR742849.1_Canis_lupus_familiaris_KEDQ-2.M1,ENA|LR742849-CANADA-Baffin_Island-A
ENA|LR742850|LR742850.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KKDO-2270,ENA|LR742850-CANADA-Baffin_Island-A
ENA|LR742851|LR742851.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_KKJG-1.H8-M1,ENA|LR742851-CANADA-Chesterfield_Inlet-A
ENA|LR742854|LR742854.1_Canis_lupus_familiaris_NCPF-1.8-20,ENA|LR742854-CANADA-Coronation_Gulf-A
ENA|LR742855|LR742855.1_Canis_lupus_familiaris_NHTN-1.2036Ha,ENA|LR742855-CANADA-Mackenzie_Delta-A
ENA|LR742856|LR742856.1_Canis_lupus_NHTN-1.2048H,ENA|LR742856-CANADA-Mackenzie_Delta-A
ENA|LR742857|LR742857.1_Canis_lupus_familiaris_NIHF-4.1C,ENA|LR742857-CANADA-Igloolik_Island-A
ENA|LR742858|LR742858.1_Canis_lupus_familiaris_NIHF-4.9BSMb,ENA|LR742858-CANADA-Igloolik_Island-A
ENA|LR742859|LR742859.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_NIHF-4.132C,ENA|LR742859-CANADA-Igloolik_Island-A
ENA|LR742861|LR742861.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_NIHF-4.PLM,ENA|LR742861-CANADA-Igloolik_Island-A
ENA|LR742862|LR742862.1_Canis_lupus_familiaris_OATI-1.F2-M1,ENA|LR742862-CANADA-Mackenzie_Delta-A
ENA|LR742863|LR742863.1_Canis_lupus_familiaris_OATI-1.H1R,ENA|LR742863-CANADA-Mackenzie_Delta-A
ENA|LR742867|LR742867.1_Canis_lupus_familiaris_mitochondrial_partial_D-loop_isolate_RBJR-1.642.56,ENA|LR742867-CANADA-Mackenzie_Delta-A
ENA|LR742869|LR742869.1_Canis_lupus_familiaris_SGFQ-1.H9-1,ENA|LR742869-CANADA-Ellesmere_Island-A
ENA|LR742875|LR742875.1_Canis_lupus_familiaris_TRF.07.03_DMP,ENA|LR742875-CANADA-Double_Mer_Point-A
EU408262_Canis_lupus_familiaris_Chihuahua,EU408262-MODERN-Chihuahua-A
EU408267_Canis_lupus_familiaris_isolate_CockerSpaniel3P_mitochondrion_complete_g,EU408267-MODERN-Coker_Spaniel-C
EU408279_Canis_lupus_familiaris_isolate_Havanese3P_mitochondrion_complete_genome,EU408279-MODERN-Havanese-C
EU408288_Canis_lupus_familiaris_isolate_NorwegianElkhound1P_mitochondrion_comple,EU408288-MODERN-Norwegian_Elkhound-D
EU408293_Canis_lupus_familiaris_isolate_PitBullTerrier1M_mitochondrion_complete_,EU408293-MODERN-PitBull_Terrier-C
EU789654_Canis_lupus_familiaris_isolate_D5_m98_mitochondrion_complete_genome.,EU789654-MODERN-TURKEY-D
EU789655_Canis_lupus_familiaris_isolate_D6_R33_mitochondrion_complete_genome.,EU789655-MODERN-SPAIN-D
EU789664_Thailand_Canis_lupus_familiaris,EU789664-MODERN-THAILAND-A
EU789669_China_Canis_lupus_familiaris,EU789669-MODERN-CHINA-Wolf
EU789755_Japan_Canis_lupus_familiaris,EU789755-MODERN-JAPAN-A
F3781_Russia_SiberianSea_100,F3781-RUSSIA-Sea_Cost-A
FJ817359_Canis_lupus_familiaris,FJ817-MODERN-CHINA_(Wolf_?)
JBG11,JBG11-USA-Illinois-Janey_B._Goode-A
JBG12,JBG12-USA-Illinois-Janey_B._Goode-A
JBG13,JBG13-USA-Illinois-Janey_B._Goode-A
JBG17,JBG17-USA-Illinois-Janey_B._Goode-A
JBG19,JBG19-USA-Illinois-Janey_B._Goode-A
JBG21,JBG21-USA-Illinois-Janey_B._Goode-A
JBG24,JBG24-USA-Illinois-Janey_B._Goode-A
JBG26,JBG26-USA-Illinois-Janey_B._Goode-A
JBG32,JBG32-USA-Illinois-Janey_B._Goode-A
JBG35,JBG35-USA-Illinois-Janey_B._Goode-A
JBG37,JBG37-USA-Illinois-Janey_B._Goode-A
JBG41,JBG41-USA-Illinois-Janey_B._Goode-A
JBG42,JBG42-USA-Illinois-Janey_B._Goode-A
JBG43,JBG43-USA-Illinois-Janey_B._Goode-A
JBG45,JBG45-USA-Illinois-Janey_B._Goode-A
JBG48,JBG48-USA-Illinois-Janey_B._Goode-A
JBG5,JBG5-USA-Illinois-Janey_B._Goode-A
JBG50,JBG50-USA-Illinois-Janey_B._Goode-A
KF661036_Canis_lupus_familiaris_Basenji,KF661036-MODERN-Basenji-A
KF661037_Dingo_Canis_lupus_familiaris,KF661037-MODERN-Dingo-A
KF661084_Argentina_Canis_lupus_familiaris,KF661084-ARGENTINA-A
KF661096_Canis_latrans_mitochondrion_partial_genome.,KF661096-OUTGROUP-MODERN-USA-C.Latrans
KT448274.1_Canis_aureus_isolate_CAU_Israel_RKW1332,KT448274.1-OUTGROUP-ISRAEL-C.aureus
KU290400_Nicaragua_Canis_lupus_familiaris_isolate_100H1,KU290400-MODERN-NICARAGUA-A
KU290417_Kenya_Canis_lupus_familiaris,KU290417-MODERN-KENYA-A
KU290421_Grenada_Canis_lupus_familiaris_isolate_124H,KU290421-MODERN-GRENADA-A
KU290424_Grenada_Canis_lupus_familiaris_126H,KU290424-MODERN-GRENADA-A
KU290426_Grenada_Canis_lupus_familiaris_isolate_127H,KU290426-MODERN-GRENADA-A
KU290469_Kenya_Canis_lupus_familiaris,KU290469-MODERN-KENYA-A
KU290533_Tanzania_Canis_lupus_familiaris,KU290533-MODERN-TANZANIA-A
KU290535_Tanzania_Canis_lupus_familiaris_isolate_324H5,KU290535-MODERN-TANZANIA-C
KU290537_326H_Ecuador_Canis_lupus_familiaris,KU290537-MODERN-ECUADOR-A
KU290569_Canis_lupus_familiaris_isolate_365H_mitochondrion_complete_genome.,KU290569-MODERN-PARAGUAY-C
KU290587_Canis_lupus_familiaris_isolate_383H_mitochondrion_complete_genome.,KU290587-MODERN-SURINAME-C
KU290699_Reunion_Canis_lupus_familiaris,KU290699-MODERN-REUNION-A
